""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""23117"",""4909 Vine Lane"","""",""Cliffside"",""7"",""V8Y 1L1"",""{3E3F5262-5A01-413C-BB3C-8289633948BD}"",""2013-06-09 00:00:00""
""25650"",""3400 Folson Drive"","""",""Cliffside"",""7"",""V8Y 1L1"",""{76BDBFCF-F33F-4F15-8649-B7EF73C95F7E}"",""2013-09-07 00:00:00""
""25753"",""6014 La Vista Circle"","""",""Cliffside"",""7"",""V8Y 1L1"",""{63F43019-A8CA-4E22-9167-12A09DAF7448}"",""2013-10-12 00:00:00""
""26028"",""516 Oak Park Blvd."","""",""Cliffside"",""7"",""V8Y 1L1"",""{C73CE89D-017E-4353-B551-E7F01E429288}"",""2013-03-09 00:00:00""
""26059"",""7419 Heights Avenue"","""",""Cliffside"",""7"",""V8Y 1L1"",""{97EB03D0-ACCF-4776-91F2-234B0366B473}"",""2014-06-05 00:00:00""
""26491"",""8964 Yosemite Ct"","""",""Cliffside"",""7"",""V8Y 1L1"",""{017B315E-2FC3-481A-A67D-E249A1AD34E1}"",""2012-06-07 00:00:00""
""26602"",""7411 Crivello Avenue"","""",""Cliffside"",""7"",""V8Y 1L1"",""{FEFEF167-3359-4CCB-A58F-1D0987A69A8D}"",""2013-06-09 00:00:00""
""28229"",""1921 Garcia Ranch Road"","""",""Cliffside"",""7"",""V8Y 1L1"",""{1D55DA63-EBCB-4422-8A39-5DED6487911F}"",""2012-05-07 00:00:00""
""28774"",""2500 Ward Court"","""",""Cliffside"",""7"",""V8Y 1L1"",""{C3BEF3BA-461B-4C1D-91FA-E23B27B18687}"",""2013-04-08 00:00:00""
""28814"",""6053 Hill Meadow Place"","""",""Cliffside"",""7"",""V8Y 1L1"",""{8ADF86CD-1365-416E-93EE-5D8BF766EBDB}"",""2014-08-01 00:00:00""
""28986"",""1874 Royal Links Circle"","""",""Cliffside"",""7"",""V8Y 1L1"",""{0D094DAA-E184-4133-8ABB-22646DD9E55B}"",""2014-08-02 00:00:00""
