""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""22130"",""5307 Wildberry Court"","""",""London"",""14"",""W1Y 3RA"",""{11593A78-9CE0-4C63-935D-A534D5379B62}"",""2014-08-01 00:00:00""
""22330"",""2759 San Gabriel Dr."","""",""London"",""14"",""W1V 5RN"",""{883504EC-2995-4F00-B0BE-E79224C50919}"",""2014-05-01 00:00:00""
""22425"",""6703 Corte Poquito"","""",""London"",""14"",""W1V 5RN"",""{C4650176-EA11-47BC-8A5A-F4E628ABF704}"",""2011-10-09 00:00:00""
""22559"",""1085 Ash Lane"","""",""London"",""14"",""W1N 9FA"",""{A8A4C799-6C7C-4EED-B5BB-B3F851F7F01E}"",""2014-01-03 00:00:00""
""22665"",""5498 Treat Blvd."","""",""London"",""14"",""SW8 1XD"",""{59269A77-7951-4BD3-BE64-AEFB73031991}"",""2013-10-10 00:00:00""
""22993"",""3083 Boatwright Dr."","""",""London"",""14"",""SE1 8HL"",""{9D4CBE07-C898-4D43-BD39-871BD33AD672}"",""2014-01-04 00:00:00""
""23072"",""3197 Thornhill Place"","""",""London"",""14"",""W10 6BL"",""{456EACEE-440B-4FF8-81CA-C4614B0045DA}"",""2013-07-08 00:00:00""
""23110"",""3238 Laguna Circle"","""",""London"",""14"",""EC1R 0DU"",""{E91BA394-E0CD-42AE-8677-DD17C837DA7D}"",""2013-10-07 00:00:00""
""25349"",""4021 Raymond Dr"","""",""London"",""14"",""C2H 7AU"",""{67E02C0D-3CC9-4811-A7A8-AF4CF77BB06A}"",""2014-05-01 00:00:00""
""25430"",""9838 Stallion Way"","""",""London"",""14"",""W10 6BL"",""{3B4C722E-6B3D-4E47-A86A-EE6E472F2FAB}"",""2013-07-05 00:00:00""
""25592"",""7660 Willow Creek Ct."","""",""London"",""14"",""W1Y 3RA"",""{86CFECE4-7E6C-4E8A-80EE-6282AA9762D5}"",""2013-04-10 00:00:00""
""25695"",""811 Mcneil Place"","""",""London"",""14"",""W10 6BL"",""{105A2F52-D912-447C-B85B-BF8518B68410}"",""2013-12-02 00:00:00""
""25700"",""5256 Chickpea Ct."","""",""London"",""14"",""E17 6JF"",""{1C2F8BA3-5C03-4A0B-9B83-77771D18714C}"",""2012-10-04 00:00:00""
""26064"",""5925 Rain Drop Circle"","""",""London"",""14"",""SW6 SBY"",""{882064F7-BF08-41EA-9B8D-59FA77B6BE5F}"",""2012-02-07 00:00:00""
""26072"",""6445 Heartwood Drive"","""",""London"",""14"",""SW6 SBY"",""{EEE8F3A5-9AC2-4FE1-AB6C-F36903C44255}"",""2013-11-07 00:00:00""
""26355"",""539 Rolling Green Circle"","""",""London"",""14"",""SW6 SBY"",""{46F31A84-B43B-4A4D-B594-353E712D04B5}"",""2014-11-06 00:00:00""
""26571"",""1739 Sun View Terr"","""",""London"",""14"",""SW6 SBY"",""{224B056A-F6BC-473A-A817-D5D4F54B4DE6}"",""2013-12-04 00:00:00""
""26583"",""1992 La Vista Ave."","""",""London"",""14"",""SW1P 2NU"",""{BA144114-2F3D-42F4-9E3D-C90EB963563C}"",""2013-08-01 00:00:00""
""26608"",""5627 Tanager Road"","""",""London"",""14"",""SW8 4BG"",""{CBAC2619-3F21-47B0-8015-BE13EEAC0069}"",""2012-05-10 00:00:00""
""26716"",""6183 Pinecrest Rd."","""",""London"",""14"",""W1X3SE"",""{27698B56-E258-4B8F-AD0F-618CBB01AB73}"",""2012-12-05 00:00:00""
""26778"",""4616 Cordova Way"","""",""London"",""14"",""SW8 1XD"",""{FD4BCFDE-120A-49D0-BD2A-F911DCD75088}"",""2013-01-10 00:00:00""
""28220"",""8168 Lorie Lane"","""",""London"",""14"",""SE1 8HL"",""{3D8395FF-AB94-4E57-9FD6-B10B5D99A2C1}"",""2014-02-04 00:00:00""
""28331"",""4909 Poco Lane"","""",""London"",""14"",""SW1P 2NU"",""{A3363EF9-5E93-4F3F-8FC9-E6DF15F40522}"",""2013-08-08 00:00:00""
""28386"",""590 Raven Court"","""",""London"",""14"",""EC1R 0DU"",""{6A3B3E0F-F271-455B-8F1D-460700FD1EC6}"",""2014-11-04 00:00:00""
""28674"",""1005 Valley Oak Plaza"","""",""London"",""14"",""SW6 SBY"",""{9DF5330A-F69C-4274-9D38-F3D72451ACA0}"",""2013-08-04 00:00:00""
""28699"",""4824 Kirkwood Ct."","""",""London"",""14"",""W1N 9FA"",""{8D2821C1-504F-4207-BA44-2931B20840D7}"",""2013-10-10 00:00:00""
""28837"",""7496 Deerfield Dr."","""",""London"",""14"",""SW8 4BG"",""{FB2F9C89-A631-4AA0-9A02-DFD0475C6C5A}"",""2013-09-11 00:00:00""
""28839"",""528 Walter Way"","""",""London"",""14"",""W1N 9FA"",""{69FD917E-DFAC-4036-B3F5-D0EFE9B7C132}"",""2013-01-08 00:00:00""
""29039"",""2360 St. George Court"","""",""London"",""14"",""SW8 4BG"",""{8954479E-415A-407F-AD24-6CE00D9BC5EF}"",""2014-08-02 00:00:00""
