""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""25661"",""9687 Maywood Ln."","""",""Silverwater"",""50"",""2264"",""{B8C3A08C-E1C7-4504-9C29-7561A671E6AC}"",""2012-06-07 00:00:00""
""25777"",""6321 Laguna Street"","""",""Silverwater"",""50"",""2264"",""{005650F3-22E2-45A3-9C99-9E0F822C27B1}"",""2013-06-09 00:00:00""
""25964"",""7805 Roslyn Drive"","""",""Silverwater"",""50"",""2264"",""{CF39FF41-15EC-47EB-8E49-62849F75947D}"",""2014-01-02 00:00:00""
""26270"",""1657 Almond Avenue"","""",""Silverwater"",""50"",""2264"",""{8D969AF9-300D-47B7-917E-C5D526C91481}"",""2014-11-01 00:00:00""
""26359"",""4716 Mayhew Way"","""",""Silverwater"",""50"",""2264"",""{CE382D85-48F2-4FB5-91E1-900C0C5DD381}"",""2014-08-04 00:00:00""
""26625"",""2750 Alicante Court"","""",""Silverwater"",""50"",""2264"",""{72E946F0-7992-4DA1-A516-E034BA4FB439}"",""2012-04-12 00:00:00""
""26713"",""6299 Elmonte Drive"","""",""Silverwater"",""50"",""2264"",""{4DD52A38-24DB-46C4-86D5-D9056CED9817}"",""2013-12-10 00:00:00""
""28240"",""557 Diver Way"","""",""Silverwater"",""50"",""2264"",""{EAC77CF2-6975-4BC4-8B58-9F117C917271}"",""2013-10-09 00:00:00""
""28413"",""1132 San Vincente Drive"","""",""Silverwater"",""50"",""2264"",""{2171F2C4-175F-4FF2-8F15-2A93F55FE2E0}"",""2013-07-08 00:00:00""
""28563"",""5985 Boyd Road"","""",""Silverwater"",""50"",""2264"",""{FB7DBCF0-B280-4BAD-9F6D-D1F251BB5E15}"",""2012-10-10 00:00:00""
""28632"",""6456 Eagle Way"","""",""Silverwater"",""50"",""2264"",""{8DA2C32F-260C-4463-9E79-F9FD13EC8A98}"",""2013-08-08 00:00:00""
""28659"",""9018 Vallet Crest Drive"","""",""Silverwater"",""50"",""2264"",""{AF7DAEC5-7D5F-4F0B-BACD-4D2FE68FEE57}"",""2013-01-01 00:00:00""
