""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""22066"",""1775 Choctaw Court"","""",""Beaverton"",""58"",""97005"",""{56EC801E-C79C-4AFF-BEF2-9B7664746125}"",""2013-05-09 00:00:00""
""22380"",""8219 Orwood Rd."","""",""Beaverton"",""58"",""97005"",""{C5D5AF27-80AE-439D-AF0A-267302B1E56D}"",""2013-04-12 00:00:00""
""22433"",""9961 Tice"","""",""Beaverton"",""58"",""97005"",""{5F28C28B-444C-4044-94EE-F6B1AA0C8CEB}"",""2014-04-05 00:00:00""
""22458"",""613 Lakehurst Dr."","""",""Beaverton"",""58"",""97005"",""{307E03AF-79A2-4110-9FFC-BC866167E30D}"",""2013-10-10 00:00:00""
""22976"",""968 W Lake Dr."","""",""Beaverton"",""58"",""97005"",""{40218290-C415-47CA-89FB-3178D9929E4C}"",""2013-10-09 00:00:00""
""23014"",""6332 N. Thompson Rd"","""",""Beaverton"",""58"",""97005"",""{17872DFD-A021-4714-9D76-0034DA6AA102}"",""2014-12-04 00:00:00""
""25402"",""P.O. Box 2851"","""",""Beaverton"",""58"",""97005"",""{13B35D4A-DDCA-42F4-B74A-DAAA112949BF}"",""2013-04-08 00:00:00""
""25554"",""6898 Roxie Lane"","""",""Beaverton"",""58"",""97005"",""{85234A74-E250-4AD6-97CC-8CC375AD3026}"",""2013-09-07 00:00:00""
""25565"",""1094 Loveridge Circle"","""",""Beaverton"",""58"",""97005"",""{DC65F125-8500-4E5D-8C0C-B1AD5F16FA24}"",""2013-04-09 00:00:00""
""25614"",""3132 Liana Lane"","""",""Beaverton"",""58"",""97005"",""{1A6EAF07-85CD-409D-9534-57618919F143}"",""2014-08-01 00:00:00""
""26187"",""1078 Aloe Vera Road"","""",""Beaverton"",""58"",""97005"",""{B1F18EB0-2606-44D9-93E8-9B60C7151525}"",""2013-01-09 00:00:00""
""26399"",""370 Pine Creek Way"","""",""Beaverton"",""58"",""97005"",""{9F23FA4F-AAB8-4B3E-829C-68B6C558EE5B}"",""2014-10-02 00:00:00""
""26444"",""9011 Santa Lucia Dr."","""",""Beaverton"",""58"",""97005"",""{E66D4926-1614-4421-A68A-73AA57EB436A}"",""2013-02-11 00:00:00""
""28494"",""9670 Walnut Pl."","""",""Beaverton"",""58"",""97005"",""{FBD96B7D-9514-429B-9FB3-D09570F54574}"",""2014-03-03 00:00:00""
""28687"",""1565 W. Lake Dr."","""",""Beaverton"",""58"",""97005"",""{EEC1E9B9-26A0-4AC1-8560-5246F657183D}"",""2012-11-05 00:00:00""
""28983"",""2341 Lindley Ct"","""",""Beaverton"",""58"",""97005"",""{6FFF76CE-9C02-47C3-AF53-20D0B3C0E20D}"",""2013-04-09 00:00:00""
""29026"",""5178 Elm Road"","""",""Beaverton"",""58"",""97005"",""{9D6377FB-85BC-4496-B97B-4A3D1E58FD0F}"",""2013-04-10 00:00:00""
