""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""22081"",""9170 Plymouth Dr."","""",""El Cajon"",""9"",""92020"",""{D509C99A-56C6-4A61-8BBC-FE8711118155}"",""2014-11-03 00:00:00""
""22163"",""5070 Kirker Pass"","""",""El Cajon"",""9"",""92020"",""{B0B7B5F0-20C9-4576-ADAF-BE0440EB9DA6}"",""2013-04-11 00:00:00""
""22681"",""6887 Deerberry Ct."","""",""El Cajon"",""9"",""92020"",""{6996F253-C6E7-46A2-8FEA-C24ABEB4C49A}"",""2012-07-07 00:00:00""
""22804"",""529 Eastgate"","""",""El Cajon"",""9"",""92020"",""{092AD86E-31E9-46CD-97DA-BE6B901A4D17}"",""2013-06-11 00:00:00""
""25532"",""9136 San Remo Ct."","""",""El Cajon"",""9"",""92020"",""{C6A9F5F8-4632-4A93-9D8E-8C7AFCCBD652}"",""2013-11-05 00:00:00""
""25730"",""914 Nicholas Drive"","""",""El Cajon"",""9"",""92020"",""{47D1F7F1-0D1B-413B-B305-232BE9536958}"",""2014-01-01 00:00:00""
""25746"",""6738 Wallace Dr."","""",""El Cajon"",""9"",""92020"",""{9266C818-EF28-4867-B95C-AFE45061AD0A}"",""2013-08-10 00:00:00""
""25855"",""9941 Stonehedge Dr."","""",""El Cajon"",""9"",""92020"",""{2AC4359D-3188-4C6F-9ED7-D89B69A4CDC9}"",""2013-03-09 00:00:00""
""26041"",""5738 Bent Tree Lane"","""",""El Cajon"",""9"",""92020"",""{3AAA77D8-96D4-405B-A930-ED8A5F1EF56C}"",""2011-09-12 00:00:00""
""26130"",""7198 Alvecedo"","""",""El Cajon"",""9"",""92020"",""{E3C1D75A-610B-4DD7-8350-79820CEBC8EE}"",""2013-01-03 00:00:00""
""26400"",""8354 Sunset Meadows Ln."","""",""El Cajon"",""9"",""92020"",""{415866A8-B7C5-43F6-8D32-660BBEE809C2}"",""2014-04-06 00:00:00""
""26557"",""5374 East Lake Court"","""",""El Cajon"",""9"",""92020"",""{D8E889E9-623F-4ED7-8643-1D76245ADFF2}"",""2014-05-01 00:00:00""
""28227"",""80 Sunview Terrace"","""",""El Cajon"",""9"",""92020"",""{CFBFC6C1-861B-46BC-8435-4C5FC6AF8AC3}"",""2013-06-10 00:00:00""
