""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""23115"",""Zimmerstr 24222"","""",""Hamburg"",""20"",""20354"",""{BA40EE68-98E0-4446-99AB-369B25835813}"",""2013-10-11 00:00:00""
""25533"",""Hellweg 4924"","""",""Hamburg"",""20"",""20354"",""{1BCB8DAD-0970-48A9-B690-76F50531F787}"",""2014-11-05 00:00:00""
""25600"",""Holzstr 4222"","""",""Hamburg"",""20"",""20354"",""{53A11512-13C2-46BE-9730-EFD62B9FA5AB}"",""2013-12-09 00:00:00""
""26361"",""Auf der Krone 49"","""",""Hamburg"",""20"",""20354"",""{02EE9FB5-5678-4A01-9E54-B3D2EA69B45C}"",""2012-01-09 00:00:00""
""26471"",""Haberstr 28"","""",""Hamburg"",""20"",""20354"",""{E2F25D6C-5C4B-4B7D-842F-9267826B1A7B}"",""2013-02-06 00:00:00""
""26520"",""Kalkweg 425"","""",""Hamburg"",""20"",""20354"",""{B5F09CBC-F744-41AA-9EE2-494C3808B9B1}"",""2013-12-11 00:00:00""
""26648"",""Curieweg 2994"","""",""Hamburg"",""20"",""20354"",""{2100E053-8362-4C55-A876-44B85B81FC65}"",""2013-05-12 00:00:00""
""28326"",""Parkstr 42"","""",""Hamburg"",""20"",""20354"",""{84AECC24-C553-403B-A8F9-A17B647E9253}"",""2011-09-10 00:00:00""
""28892"",""Heidestieg Straﬂe 8224"","""",""Hamburg"",""20"",""20354"",""{E71253D1-3687-4067-8651-9CD6C61CA6C3}"",""2012-11-05 00:00:00""
""29020"",""Am Kreuz 444"","""",""Hamburg"",""20"",""20354"",""{0D91F5F3-695F-472C-BAD0-BABA4DC1EF14}"",""2014-05-05 00:00:00""
