""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""22457"",""7923 Prospect St."","""",""Bellflower"",""9"",""90706"",""{6A2B908D-7800-4ACE-9A45-819CA667BBAB}"",""2013-08-07 00:00:00""
""22652"",""2803 Fawn Glen Circle"","""",""Bellflower"",""9"",""90706"",""{981CEFD1-315A-4B78-9DB2-4CE9743ECE70}"",""2013-01-04 00:00:00""
""22710"",""9797 Cobblestone Ct."","""",""Bellflower"",""9"",""90706"",""{0C22453F-3485-4BE2-9056-56DFBE81D253}"",""2013-11-10 00:00:00""
""25326"",""965 Esperanza Drive"","""",""Bellflower"",""9"",""90706"",""{15E19283-DFC3-4F32-8AAB-7535F230CFA8}"",""2013-10-08 00:00:00""
""25441"",""3624 Garaventa Drive"","""",""Bellflower"",""9"",""90706"",""{070A4C0F-D5DC-4C27-B92B-FBF44BDCFA95}"",""2011-10-09 00:00:00""
""25636"",""2489 Dianda Drive"","""",""Bellflower"",""9"",""90706"",""{0E438839-0E79-40EE-93DF-D7767D66B969}"",""2014-06-03 00:00:00""
""25697"",""660 West M Street"","""",""Bellflower"",""9"",""90706"",""{5B062925-D4D8-416A-9ED1-51E61259315D}"",""2014-11-01 00:00:00""
""25718"",""7068 Rock Island Drive"","""",""Bellflower"",""9"",""90706"",""{EE051FB7-2818-4AE2-960F-EF0D696E8D43}"",""2013-02-10 00:00:00""
""25935"",""3309 Clayton Way"","""",""Bellflower"",""9"",""90706"",""{8C466E61-ADA7-4163-B193-7598182D0A83}"",""2013-06-11 00:00:00""
""25989"",""410 Cardinet Drive"","""",""Bellflower"",""9"",""90706"",""{C5826350-90F9-41DC-A022-48A7B5E18E55}"",""2011-07-06 00:00:00""
""26332"",""4488 Kirkwood Drive"","""",""Bellflower"",""9"",""90706"",""{74A9FDF1-03D3-4EBC-B211-FBF6ECCAE084}"",""2012-11-04 00:00:00""
""26517"",""9975 Haynes Court"","""",""Bellflower"",""9"",""90706"",""{34D5DBE7-2B97-4022-A4DE-8C5A96DEE532}"",""2012-05-04 00:00:00""
""26619"",""1707 Willowwood Ct."","""",""Bellflower"",""9"",""90706"",""{AF278FD3-6928-40E2-869D-D4CCA87B9953}"",""2014-05-01 00:00:00""
""28189"",""6228 La Cadena"","""",""Bellflower"",""9"",""90706"",""{1F44CCB6-9BFF-44A5-9B61-4052B151A9F7}"",""2014-08-02 00:00:00""
""28205"",""4912 La Vuelta"","""",""Bellflower"",""9"",""90706"",""{8DFD8278-0DDC-4BED-9316-D7FFA48CE40A}"",""2014-02-06 00:00:00""
""28267"",""478 Grant St"","""",""Bellflower"",""9"",""90706"",""{C0ADE3EE-E0CE-4ED9-A348-6DA5027D644F}"",""2011-04-07 00:00:00""
""28450"",""7214 Elliott Dr"","""",""Bellflower"",""9"",""90706"",""{1B4DC3EA-84B0-46D3-B93A-615743635E68}"",""2014-01-03 00:00:00""
""28567"",""6064 Madrid"","""",""Bellflower"",""9"",""90706"",""{78411B9B-C861-48B2-836B-6302B75D7566}"",""2013-09-10 00:00:00""
""28663"",""5648 California St."","""",""Bellflower"",""9"",""90706"",""{CEF7E463-49F2-4341-8E83-F4F41708553F}"",""2012-05-04 00:00:00""
""28801"",""6239 Boyd Road"","""",""Bellflower"",""9"",""90706"",""{D75582E6-D2F1-4DBE-9183-3D9AFDC4DC10}"",""2013-07-11 00:00:00""
""28834"",""682 Ada Dr."","""",""Bellflower"",""9"",""90706"",""{36F08310-15AB-45A0-A3C0-89FE84F23799}"",""2011-11-10 00:00:00""
""29003"",""2748 Pine St."","""",""Bellflower"",""9"",""90706"",""{20CDF72F-E1ED-4E39-B432-E25667D55EAE}"",""2013-03-01 00:00:00""
