""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""22584"",""7626 Sinclair Avenue"","""",""Coronado"",""9"",""92118"",""{83BC39F8-DE0C-4641-9845-3EAC61227CD6}"",""2011-01-06 00:00:00""
""22924"",""611 Hilltop Dr."","""",""Coronado"",""9"",""92118"",""{E072E289-096D-4C93-8C47-4A15623F8C79}"",""2012-07-12 00:00:00""
""25497"",""3312 Kenneth Ct."","""",""Coronado"",""9"",""92118"",""{17A3EA3E-B24D-4844-B407-B77BB9A63D68}"",""2013-07-10 00:00:00""
""25713"",""5013 C Mt. Hood Ct."","""",""Coronado"",""9"",""92118"",""{047FF83E-CB0C-44E3-B39B-48C918744ABD}"",""2013-09-11 00:00:00""
""26404"",""6472 Loveridge Circle"","""",""Coronado"",""9"",""92118"",""{68888A1C-7CAA-4C5D-A0BC-80B1DC9FD1BA}"",""2013-10-10 00:00:00""
""28388"",""1736 Windsor Drive"","""",""Coronado"",""9"",""92118"",""{967E8486-F19A-4906-B770-C28118952E82}"",""2011-06-11 00:00:00""
""28696"",""6627 Camelback Ct."","""",""Coronado"",""9"",""92118"",""{40451BB9-1AAC-43CA-8C43-B0A72A5C9A39}"",""2013-06-11 00:00:00""
""28918"",""9667 Hermosa"","""",""Coronado"",""9"",""92118"",""{327079D6-F0D4-4E23-9523-197BE51A1713}"",""2014-05-05 00:00:00""
""28957"",""852 Santa Maria"","""",""Coronado"",""9"",""92118"",""{5044265F-3BDD-46CC-8D4B-5616FB6A17B3}"",""2013-10-07 00:00:00""
""28970"",""419 Mills Dr."","""",""Coronado"",""9"",""92118"",""{9113D92C-A20D-40F6-95F9-A81A00C0C392}"",""2013-12-09 00:00:00""
