""AddressID"",""AddressLine1"",""AddressLine2"",""City"",""StateProvinceID"",""PostalCode"",""rowguid"",""ModifiedDate""
""22462"",""4118 Hillsborough Dr."","""",""Bellingham"",""79"",""98225"",""{C4E6C547-24BC-4272-AD76-40794D073F55}"",""2013-05-09 00:00:00""
""22591"",""8811 The Trees Dr."","""",""Bellingham"",""79"",""98225"",""{15A36E77-B03C-47C5-82A6-2A1EA41B50ED}"",""2014-05-03 00:00:00""
""22938"",""1707 Ravenwood Dr."","""",""Bellingham"",""79"",""98225"",""{A7199C7B-9356-4BCD-B0ED-2DB7369A2454}"",""2013-03-09 00:00:00""
""23024"",""6965 Lindsey Court"","""",""Bellingham"",""79"",""98225"",""{9525F320-059B-40D0-99E9-39F82EE96F41}"",""2013-06-07 00:00:00""
""23043"",""9488 St. Francis Dr."","""",""Bellingham"",""79"",""98225"",""{2D353DAE-DEE0-4F7B-B1C9-E1776FBCBD6E}"",""2014-06-05 00:00:00""
""23052"",""4444 Buckingham Dr."","""",""Bellingham"",""79"",""98225"",""{58FA1CE0-1628-476E-BEA5-8BE06E6A08E9}"",""2013-05-09 00:00:00""
""25493"",""3358 Thornhill Place"","""",""Bellingham"",""79"",""98225"",""{FEFC36E7-8134-4528-9CDF-63A0C3A22097}"",""2013-12-10 00:00:00""
""25539"",""1660 Bonifacio St."","""",""Bellingham"",""79"",""98225"",""{B4AA0273-D3D2-4103-BB30-47B4A07D4AC3}"",""2014-05-05 00:00:00""
""25571"",""692 Honey Trail Lane"","""",""Bellingham"",""79"",""98225"",""{F0AD8E58-7EC3-4F53-8726-0C52508E4F76}"",""2012-01-03 00:00:00""
""26512"",""6360 Sand Pointe Lane"","""",""Bellingham"",""79"",""98225"",""{778B1A3E-9BE3-4BF1-AB1F-E5AD1D71F1BD}"",""2013-12-11 00:00:00""
""28232"",""1362 Somerset Place"","""",""Bellingham"",""79"",""98225"",""{A1056F9B-319C-4C69-8B4C-625AAC8A5A43}"",""2013-06-08 00:00:00""
""28471"",""3963 Greentree Drive"","""",""Bellingham"",""79"",""98225"",""{976096F2-F90A-4BFB-9AC2-AF7713C564C6}"",""2014-04-06 00:00:00""
""28681"",""2080 Sycamore Drive"","""",""Bellingham"",""79"",""98225"",""{B6BF0844-3655-4878-9C6F-79BD0976FA54}"",""2013-10-09 00:00:00""
""28947"",""9956 Mcneil Place"","""",""Bellingham"",""79"",""98225"",""{BD125C7E-3693-4D0B-9668-E16505E8C72A}"",""2014-10-02 00:00:00""
